"carat","cut","color","clarity","depth","table","price","x","y","z"
1.1,"Premium","E","SI2",60.9,60,4622,6.66,6.61,4.04
0.3,"Ideal","G","VS1",61.4,57,776,4.34,4.29,2.65
0.27,"Ideal","G","VS2",61.5,56,490,4.16,4.18,2.56
1.41,"Very Good","H","SI2",58.5,57,7339,7.36,7.44,4.33
0.57,"Premium","F","VS2",60.3,58,1754,5.4,5.44,3.27
1,"Premium","E","SI1",61.2,58,5040,6.39,6.35,3.9
1.59,"Premium","I","VS2",60.2,60,10222,7.61,7.58,4.57
0.31,"Ideal","D","VS1",60.5,57,766,4.4,4.43,2.67
0.52,"Ideal","J","IF",62.1,56,1385,5.18,5.12,3.2
0.25,"Good","D","VVS2",57.5,61,548,4.16,4.19,2.4
1.13,"Premium","I","SI1",61.8,59,4536,6.65,6.68,4.12
0.7,"Ideal","H","VS2",61.4,56,2733,5.72,5.75,3.52
0.7,"Premium","D","SI1",58.8,59,2357,5.86,5.84,3.44
0.3,"Premium","I","VVS1",61.2,60,709,4.29,4.27,2.62
1.38,"Premium","H","VS1",61,60,7233,7.21,7.16,4.38
0.38,"Ideal","I","VVS1",60.6,58,744,4.69,4.71,2.85
0.81,"Ideal","E","SI2",61,56,3015,5.99,6.05,3.67
1.02,"Ideal","F","SI2",60.7,56,4541,6.53,6.5,3.95
0.46,"Ideal","I","VS2",62.3,59,952,4.95,4.91,3.07
0.51,"Ideal","D","VVS2",61.3,56,3223,5.14,5.15,3.16
0.27,"Ideal","E","VVS2",62.2,55,799,4.17,4.12,2.58
0.4,"Premium","F","VS1",60.3,60,982,4.77,4.81,2.89
0.9,"Good","G","SI1",64.1,59.4,3816,6.04,6.08,3.88
0.97,"Ideal","J","I1",61.6,54,2370,6.34,6.28,3.89
1.18,"Ideal","G","SI2",60.5,55,5452,6.9,6.85,4.16
0.32,"Ideal","D","VS2",60.5,56,972,4.48,4.45,2.7
1.17,"Good","D","SI2",57.4,59,3866,7.02,6.95,4.01
0.32,"Ideal","E","VS2",61.7,56,702,4.41,4.44,2.73
0.72,"Very Good","F","SI2",60.4,59,2158,5.8,5.83,3.51
1.33,"Ideal","J","VS1",61.3,57,5852,7.08,7.11,4.35
0.7,"Fair","D","SI1",66.2,57,2550,5.56,5.41,3.63
0.4,"Good","E","SI1",63.2,58,687,4.66,4.7,2.96
0.51,"Ideal","G","VVS1",62.6,57,2005,5.08,5.14,3.2
2.05,"Premium","H","SI2",62.5,58,16431,8.12,8.08,5.06
0.8,"Good","E","SI2",63.7,54,2829,5.91,5.87,3.75
0.3,"Ideal","D","SI1",61.6,57,709,4.32,4.28,2.65
0.56,"Very Good","F","VVS2",59.5,61,2236,5.36,5.33,3.18
0.57,"Ideal","E","VVS1",62.3,53.5,2632,5.29,5.33,3.31
0.41,"Ideal","E","SI1",62.8,57,904,4.75,4.71,2.97
0.55,"Ideal","E","SI1",61.7,56,1668,5.29,5.24,3.25
0.53,"Ideal","F","VVS2",62.1,56,2290,5.22,5.15,3.22
1,"Good","F","VS2",63.4,56,5505,6.27,6.35,4
0.59,"Ideal","D","VS1",60.9,56,2175,5.39,5.44,3.3
1.08,"Premium","F","VS2",62.1,59,7501,6.54,6.59,4.08
0.73,"Ideal","D","SI2",61.8,56,2729,5.77,5.82,3.58
1.7,"Premium","G","VVS2",61.5,60,17228,7.64,7.59,4.68
0.53,"Ideal","I","SI2",61.8,55,844,5.22,5.26,3.24
1.03,"Very Good","G","VS2",58.8,63,6806,6.7,6.61,3.91
0.71,"Fair","G","VS2",57,66,2623,5.83,5.81,3.32
0.5,"Premium","G","VVS1",62.3,59,2070,5.04,5.01,3.13
1.13,"Very Good","E","SI1",60.8,58,5086,6.71,6.77,4.1
0.41,"Ideal","F","VVS2",62.5,56,1115,4.72,4.75,2.96
0.4,"Ideal","F","VVS1",62.5,57,1263,4.72,4.75,2.96
0.33,"Very Good","G","VVS1",61.2,57,795,4.47,4.5,2.74
0.58,"Very Good","E","VVS1",59.4,63,2568,5.42,5.32,3.19
0.71,"Premium","J","VS2",62.8,61,1917,5.71,5.63,3.56
0.31,"Very Good","E","VVS2",61.5,55,710,4.37,4.41,2.7
0.3,"Good","G","VS2",63.9,55,526,4.27,4.28,2.73
1,"Premium","F","I1",62.4,59,3344,6.34,6.38,3.97
0.32,"Ideal","E","VS2",62.1,54,900,4.42,4.4,2.74
1.06,"Ideal","H","SI2",60.6,55,4622,6.62,6.65,4.02
0.95,"Good","I","SI2",63.8,57,2956,6.13,6.23,3.94
0.81,"Good","G","SI2",59.2,64,2474,6.11,6.15,3.63
0.32,"Good","E","SI1",63.3,56,561,4.34,4.35,2.75
1.52,"Premium","H","VS1",61.4,58,11516,7.3,7.44,4.55
0.32,"Premium","G","SI1",60.9,58,612,4.44,4.39,2.69
1.21,"Premium","J","VS2",61.9,59,5096,6.84,6.77,4.21
0.72,"Ideal","F","VS1",62.5,54,3330,5.73,5.76,3.59
0.58,"Very Good","G","SI1",59.3,58,1408,5.41,5.52,3.24
0.71,"Ideal","E","VS1",59.7,57,3272,5.84,5.86,3.49
0.6,"Ideal","I","SI2",61.9,55,1182,5.43,5.46,3.37
1.05,"Ideal","G","SI2",62.2,54,4667,6.52,6.56,4.07
0.98,"Fair","G","I1",69.7,58,1712,6.08,5.98,4.21
0.74,"Very Good","E","SI2",63,58,2282,5.73,5.77,3.62
0.75,"Ideal","F","SI1",62.3,57,2744,5.82,5.77,3.61
0.7,"Premium","E","SI1",62.5,61,2592,5.72,5.57,3.55
0.9,"Very Good","F","SI1",63.1,58,3624,6.09,6.15,3.86
0.3,"Ideal","H","IF",61.5,56,789,4.31,4.34,2.66
0.72,"Ideal","F","VVS1",62,56,4252,5.73,5.75,3.56
0.54,"Premium","D","VS2",61.1,55,1993,5.37,5.24,3.24
1.01,"Very Good","H","VS1",60.9,55,5687,6.53,6.57,3.99
1.02,"Ideal","E","SI1",60.4,55,5278,6.54,6.48,3.93
0.33,"Premium","G","VVS1",60.9,60,868,4.46,4.5,2.73
0.7,"Very Good","I","VS1",63.3,55,1995,5.64,5.6,3.56
1.35,"Ideal","H","SI1",62.8,57,7619,6.98,7.09,4.42
1.5,"Good","H","SI2",64.2,61,7291,7.15,7.1,4.57
0.38,"Ideal","G","SI1",62.4,57,855,4.65,4.62,2.89
1.04,"Ideal","H","SI2",59.6,56,4077,6.64,6.59,3.94
0.32,"Ideal","E","VS2",62.3,57,702,4.41,4.42,2.75
0.53,"Premium","E","VS2",58.5,61,1908,5.33,5.26,3.1
0.83,"Ideal","D","SI1",61.9,56,4159,6.01,6.04,3.73
1.06,"Premium","G","VS2",60.4,58,6296,6.64,6.68,4.02
1.14,"Premium","D","I1",61.8,59,4022,6.74,6.62,4.13
1.51,"Good","I","VS1",64,60,8975,7.1,7.19,4.57
0.31,"Ideal","D","VS2",61.5,56,942,4.37,4.34,2.68
0.54,"Ideal","J","VS1",61,56.1,1240,5.25,5.28,3.21
0.34,"Very Good","I","VVS2",63.1,56,765,4.47,4.43,2.81
1.02,"Ideal","H","SI1",61.8,57,6264,6.43,6.46,3.98
0.72,"Ideal","H","SI2",60.9,56,1901,5.87,5.78,3.55
0.32,"Ideal","G","VS1",62,56,828,4.41,4.37,2.72
0.41,"Ideal","I","IF",62.6,57,1007,4.74,4.78,2.98
1.03,"Ideal","D","SI1",62.4,57,5653,6.47,6.44,4.03
0.31,"Ideal","G","VVS1",62.2,55,789,4.33,4.38,2.71
0.51,"Premium","G","VS1",61.1,58,1781,5.19,5.12,3.15
0.92,"Premium","F","SI1",62.2,59,4194,6.21,6.14,3.84
0.31,"Ideal","F","IF",62.1,54,914,4.36,4.4,2.72
1.03,"Very Good","G","SI2",63.5,56,4413,6.37,6.33,4.03
1,"Ideal","E","VS2",62.8,57,6720,6.37,6.34,3.99
1.24,"Very Good","H","SI2",61.2,57,5592,6.87,7.02,4.25
1.26,"Ideal","J","SI1",62,56,5398,6.93,6.9,4.29
0.52,"Ideal","E","VS2",61.7,55,1689,5.16,5.21,3.2
1.11,"Premium","D","VVS1",62,54,13405,6.67,6.63,4.16
1.54,"Premium","F","SI2",62.8,57,7494,7.36,7.28,4.6
1,"Good","E","SI2",57.7,65,3696,6.55,6.59,3.79
0.74,"Ideal","J","VS1",61.2,56,1985,5.82,5.87,3.58
0.25,"Very Good","D","VS1",62.6,58,388,4.05,4.07,2.54
1,"Very Good","F","VVS1",61.1,57,9870,6.36,6.51,3.93
0.9,"Fair","J","VS1",64.6,58,2964,6.12,6.06,3.93
1.13,"Ideal","E","VS2",62,54,8404,6.7,6.66,4.14
0.39,"Premium","E","VVS2",59.5,58,1126,4.77,4.74,2.83
1.07,"Very Good","H","SI1",62.3,57,5752,6.53,6.64,4.1
1.24,"Fair","F","SI2",64.9,60,4375,6.7,6.63,4.32
0.9,"Premium","H","SI1",62,55,3377,6.21,6.17,3.84
1.11,"Ideal","I","SI1",62.3,58,4771,6.6,6.65,4.13
1,"Very Good","I","VS2",64,54,4739,6.28,6.34,4.04
1.07,"Ideal","E","SI2",62.4,60,5280,6.49,6.52,4.06
0.73,"Premium","D","SI2",62.4,58,2519,5.72,5.67,3.56
0.77,"Ideal","H","VS2",60.9,56,3332,5.89,5.94,3.61
2.01,"Very Good","G","SI1",62.1,60,18398,7.94,8.03,4.96
1.02,"Very Good","E","VVS1",62.2,57,10672,6.4,6.59,4.04
0.71,"Very Good","F","SI1",59,61,2505,5.84,5.88,3.46
1.01,"Good","E","VS1",63.4,58,7234,6.36,6.38,4.04
1.05,"Ideal","G","SI2",61.8,57,4608,6.51,6.57,4.04
0.91,"Very Good","H","VS2",61.6,60,3887,6.19,6.21,3.82
0.32,"Ideal","G","IF",61.1,57,918,4.41,4.43,2.7
0.9,"Good","G","SI2",63.3,59,3162,6.07,6.12,3.86
0.52,"Ideal","E","VS2",61.3,55,1644,5.19,5.22,3.19
1.53,"Ideal","I","SI1",61.9,54,8971,7.43,7.5,1.53
1.4,"Ideal","H","IF",60.9,57,10976,7.22,7.29,4.42
1.53,"Ideal","G","SI2",62.5,57,9596,7.39,7.32,4.6
2.03,"Ideal","E","SI2",62.3,56,14308,8.11,8.09,5.05
0.41,"Ideal","J","VS2",62.4,53,613,4.79,4.83,3
0.3,"Ideal","F","SI1",62.3,54,500,4.27,4.3,2.67
0.5,"Ideal","D","VS2",62.4,55,1653,5.09,5.1,3.18
0.7,"Good","E","SI1",64.3,57,2164,5.63,5.56,3.6
0.31,"Ideal","E","VS1",61.3,55,800,4.4,4.43,2.7
1.64,"Premium","H","SI2",61.9,58,9224,7.58,7.54,4.68
0.7,"Good","E","SI1",61.4,64,2822,5.71,5.66,3.49
0.7,"Very Good","F","SI2",60.9,58,1940,5.7,5.77,3.49
1.73,"Very Good","J","VS2",60.9,59,9510,7.72,7.76,4.71
0.32,"Premium","E","VVS1",60.8,59,1044,4.45,4.43,2.7
0.2,"Premium","D","VS2",62.3,60,367,3.73,3.68,2.31
0.79,"Very Good","E","SI1",63.2,56,3053,5.91,5.83,3.71
0.46,"Ideal","I","VS2",62.2,56,1073,4.96,4.9,3.07
0.41,"Premium","F","VVS1",58.9,58,1356,4.87,4.84,2.86
0.3,"Ideal","D","SI1",62.1,56,709,4.33,4.3,2.68
1.05,"Premium","D","SI2",58.9,58,5134,6.74,6.67,3.95
2.01,"Premium","H","VS2",61.1,61,15528,8.14,8.09,4.96
0.31,"Ideal","H","SI1",61.5,56,591,4.36,4.39,2.69
0.71,"Premium","H","SI1",61,58,2006,5.73,5.77,3.51
2.09,"Good","I","SI1",57.9,63,16294,8.37,8.46,4.87
0.32,"Ideal","E","VS2",62.2,55,702,4.36,4.38,2.72
1.5,"Ideal","H","VS1",62.4,56,12702,7.29,7.34,4.57
1.08,"Very Good","J","SI2",62.5,60,4152,6.51,6.57,4.09
0.33,"Ideal","G","VS1",62.3,57,666,4.38,4.42,2.74
1.04,"Very Good","H","SI2",62.4,58,3546,6.4,6.49,4.02
0.35,"Ideal","D","SI1",61.5,56,780,4.54,4.57,2.8
0.4,"Very Good","E","SI2",63.5,56,798,4.71,4.68,2.98
0.53,"Ideal","F","SI2",63,54,1279,5.24,5.19,3.29
0.41,"Ideal","E","SI1",61.2,55,824,4.8,4.84,2.95
0.56,"Ideal","F","VS1",61.9,55,2016,5.36,5.32,3.3
0.36,"Ideal","G","VVS2",61.8,54,794,4.59,4.61,2.84
0.35,"Ideal","E","VS1",62,55,900,4.54,4.58,2.82
0.7,"Very Good","G","VS2",58.2,59,2513,5.87,5.95,3.44
0.57,"Ideal","E","VS2",61.3,57,2202,5.29,5.38,3.27
1.06,"Ideal","G","VVS2",60.1,57,8626,6.61,6.66,3.99
0.23,"Ideal","G","SI1",61.2,56,375,3.97,4,2.44
0.73,"Very Good","E","VS2",61.5,58,3307,5.71,5.8,3.54
0.41,"Premium","D","SI1",61.4,58,1015,4.78,4.76,2.93
0.38,"Premium","H","VS2",60.9,60,700,4.62,4.67,2.83
0.5,"Premium","E","VS2",61.1,61,1746,5.13,5.11,3.13
1.08,"Premium","D","SI1",61.6,56,5419,6.64,6.57,4.07
0.41,"Premium","G","SI1",61.7,59,719,4.71,4.73,2.91
0.32,"Ideal","D","VS2",61.9,55,758,4.39,4.43,2.73
1.19,"Ideal","H","VS1",62.5,54,7466,6.78,6.82,4.25
0.34,"Premium","H","VS1",61.4,59,596,4.5,4.53,2.77
2.07,"Premium","I","VS2",61.2,58,18359,8.2,8.18,5.01
0.24,"Ideal","H","IF",62.1,57,504,4,4.04,2.5
0.31,"Premium","F","VVS1",59.4,58,982,4.45,4.41,2.63
0.3,"Good","G","SI1",63.8,56,447,4.26,4.3,2.73
2.3,"Ideal","I","SI2",61.8,57,16181,8.45,8.48,5.23
0.35,"Ideal","D","SI1",62.3,55,827,4.56,4.52,2.83
1.77,"Ideal","J","SI2",62,56,7771,7.78,7.74,4.81
1.01,"Premium","D","VS1",61.6,58,8823,6.44,6.42,3.96
1.04,"Premium","E","SI2",62.4,57,4892,6.51,6.43,4.04
0.33,"Ideal","E","SI1",62.5,55,743,4.45,4.42,2.77
0.51,"Ideal","F","VVS2",61.2,56,2203,5.19,5.17,3.17
0.54,"Ideal","F","SI2",61,56,1173,5.24,5.29,3.21
1.27,"Premium","H","VS2",60.7,58,7496,7.04,6.97,4.25
0.82,"Premium","H","SI2",60.4,58,2629,6.11,6.07,3.68
0.5,"Fair","G","VVS2",66.1,62,1659,4.92,4.88,3.24
0.3,"Ideal","I","SI1",62.5,58,422,4.25,4.29,2.67
0.31,"Ideal","G","VS1",62.1,55,625,4.33,4.37,2.7
0.5,"Good","G","VS2",59.3,65,1259,5.1,5.12,3.03
1.12,"Premium","D","SI2",59.5,59,4663,6.8,6.75,4.03
0.91,"Good","D","SI2",63.8,58,3781,6.09,6.04,3.87
1.08,"Ideal","F","SI1",62.9,57,5106,6.54,6.53,4.11
1.22,"Ideal","I","SI2",61.3,57,5226,6.91,6.85,4.22
1.06,"Fair","J","SI2",61,66,2992,6.54,6.35,3.93
0.83,"Very Good","H","SI1",62.5,59,2800,5.95,6.02,3.74
0.26,"Ideal","G","IF",62.2,55,605,4.09,4.13,2.55
0.25,"Very Good","F","VVS2",63.2,57,575,3.99,4.01,2.53
1,"Ideal","F","VS2",61.7,58,6424,6.37,6.43,3.95
0.31,"Premium","E","VS2",61.3,60,680,4.32,4.39,2.67
1.35,"Ideal","J","SI1",61,55,4423,7.17,7.09,4.35
0.4,"Ideal","E","VVS2",61.8,55,1158,4.74,4.78,2.94
0.71,"Ideal","I","VVS2",62.2,54,2387,5.7,5.75,3.56
1.52,"Very Good","J","VS2",63.3,56,7504,7.33,7.27,4.62
0.5,"Very Good","G","VVS1",60.9,57,1843,5.1,5.15,3.12
0.91,"Very Good","I","VS2",63,58,3340,6.07,6.15,3.85
1,"Ideal","I","SI1",61.6,59,4133,6.34,6.42,3.93
0.23,"Very Good","E","VVS2",61.2,60,505,3.92,3.96,2.41
0.42,"Ideal","D","SI1",62.3,57,810,4.77,4.8,2.98
0.71,"Ideal","F","VS1",61.9,56,3710,5.7,5.74,3.54
0.3,"Premium","G","VS2",60.6,60,675,4.34,4.3,2.62
1.72,"Premium","H","SI1",61.4,59,12880,7.64,7.71,4.71
0.34,"Ideal","G","VVS2",61.1,57,775,4.48,4.52,2.75
1.51,"Ideal","H","SI1",61.3,56,10012,7.44,7.4,4.55
0.51,"Ideal","G","IF",62.4,54,2096,5.12,5.17,3.21
1,"Ideal","G","VS1",62.5,54,7648,6.4,6.44,4.01
0.76,"Premium","I","VS1",59.3,62,2753,5.93,5.85,3.49
0.81,"Very Good","H","VS1",62.2,57,3314,5.91,5.94,3.69
0.81,"Ideal","E","VVS2",62.2,53.7,5373,5.97,5.99,3.72
0.41,"Very Good","E","SI1",63.5,57,969,4.73,4.69,2.99
0.57,"Ideal","E","VVS2",61,57,2507,5.37,5.36,3.27
1.01,"Good","G","VS1",63.2,61,6412,6.33,6.35,4.01
0.42,"Ideal","F","VVS2",60.6,57,1142,4.82,4.85,2.93
0.5,"Very Good","G","VS2",60.3,58,1354,5.15,5.19,3.12
0.32,"Ideal","H","VS1",60.2,56,720,4.49,4.44,2.69
0.3,"Ideal","G","VVS2",63,57,878,4.32,4.28,2.71
0.9,"Good","F","SI1",63.6,55,4712,6.15,6.12,3.9
0.37,"Ideal","D","VVS1",62,56,1292,4.6,4.59,2.85
1.02,"Ideal","E","SI2",60.3,57,4798,6.53,6.5,3.95
1.01,"Good","D","SI2",57.6,62,4260,6.56,6.66,3.81
0.91,"Good","F","SI2",63.9,56,3058,6.11,6.06,3.89
1.2,"Premium","H","SI2",62.3,59,5846,6.82,6.75,4.23
0.91,"Fair","E","SI2",64.5,60,3119,6.04,5.96,3.87
0.44,"Very Good","J","VVS2",63.6,58,834,4.8,4.83,3.06
1.01,"Very Good","F","SI2",62.2,58,4121,6.36,6.4,3.97
0.54,"Ideal","I","VS1",61.5,56,1147,5.24,5.26,3.23
0.33,"Premium","D","SI1",60.3,58,780,4.49,4.47,2.7
0.79,"Ideal","G","SI1",61.1,57,2898,5.98,5.93,3.64
0.5,"Very Good","D","VS2",61.1,58,1565,5.09,5.18,3.14
1,"Very Good","F","VS2",62.8,57,6957,6.29,6.35,3.97
1,"Good","J","SI1",59.5,61,3616,6.46,6.52,3.86
0.31,"Premium","J","VS2",62.3,60,488,4.34,4.29,2.69
1,"Good","E","VVS1",64.1,62,7084,6.29,6.26,4.02
1.31,"Premium","I","SI2",59.1,59,5744,7.2,7.15,4.24
0.91,"Very Good","E","SI1",63.7,59,4188,6.13,6.17,3.92
0.56,"Very Good","F","VS1",61.2,58,1929,5.32,5.33,3.26
0.51,"Premium","F","VS1",61.4,58,1744,5.15,5.18,3.17
0.4,"Ideal","J","VVS1",61.9,56,1136,4.74,4.79,2.95
0.26,"Very Good","H","VVS2",60.5,56,486,4.13,4.16,2.51
1.12,"Ideal","F","VS2",61.9,55,7727,6.73,6.68,4.15
1.5,"Ideal","G","SI2",61.4,56,8736,7.38,7.34,4.52
0.25,"Very Good","E","VVS2",63,57,575,4,4.06,2.54
0.44,"Very Good","E","VS1",59.7,59,1090,4.94,5.01,2.97
1.2,"Premium","E","VS2",62,59,8279,6.78,6.71,4.18
0.52,"Ideal","D","VS2",60.3,56,1802,5.27,5.24,3.17
0.28,"Ideal","G","SI1",60.7,56,430,4.25,4.28,2.59
0.6,"Premium","F","SI1",62.9,59,1323,5.39,5.31,3.37
0.32,"Ideal","D","VVS2",62.2,56,1014,4.41,4.37,2.73
1.06,"Ideal","G","VS1",61.6,56,7594,6.53,6.57,4.04
0.81,"Ideal","H","SI1",62.1,54,2435,6,6.02,3.73
1.22,"Premium","I","VS1",62.6,57.4,6763,6.76,6.8,4.24
1.41,"Premium","H","VS2",62,58,8686,7.19,7.12,4.44
0.51,"Ideal","E","VS2",62.1,54,1608,5.13,5.15,3.19
0.9,"Good","E","VS1",64.8,54,4353,6.12,6.07,3.95
0.37,"Premium","F","VVS2",62.9,56,948,4.58,4.52,2.86
1.01,"Ideal","E","VS1",61.6,57,7565,6.45,6.41,3.96
1.09,"Premium","E","SI1",62.7,58,5237,6.6,6.55,4.12
1.33,"Premium","I","SI2",62.3,59,5765,7.01,6.98,4.36
0.73,"Ideal","D","VS1",61.1,57,3509,5.85,5.81,3.56
1,"Premium","F","VS2",60.5,59,6640,6.57,6.39,3.92
1.79,"Premium","H","VS1",62.6,56,14904,7.81,7.76,4.87
0.63,"Very Good","G","VVS2",62.3,55,2481,5.5,5.54,3.44
1.21,"Premium","I","VS2",61.6,61,4669,6.86,6.8,4.21
0.7,"Fair","J","VS2",67.4,58,1896,5.34,5.37,3.61
1.2,"Premium","G","VS1",62.9,59,5975,6.75,6.69,4.23
1,"Good","J","SI1",63.8,59,3780,6.34,6.27,4.02
0.54,"Ideal","D","VVS1",61.3,56,4042,5.24,5.26,3.22
0.73,"Premium","F","SI2",60.2,59,1971,5.87,5.82,3.52
0.4,"Very Good","F","VS1",63.4,54,909,4.68,4.72,2.98
1.5,"Good","J","VS2",59.6,60,7368,7.31,7.38,4.38
0.9,"Very Good","G","VS1",61.4,57,5135,6.2,6.24,3.82
0.3,"Ideal","H","VS2",61.4,55,491,4.34,4.36,2.67
0.72,"Very Good","D","SI2",62.3,59,2612,5.67,5.73,3.55
0.7,"Fair","H","SI1",65,59,1803,5.54,5.5,3.59
0.53,"Ideal","H","VVS1",61.2,56,1842,5.25,5.27,3.22
0.91,"Very Good","D","SI1",63.1,59,4586,6.14,6.1,3.86
0.32,"Very Good","E","SI1",63.1,56,720,4.39,4.36,2.76
0.54,"Ideal","G","VS2",61.2,56,1605,5.25,5.26,3.22
0.44,"Ideal","D","VS2",60.4,56,1155,4.95,4.91,2.98
0.41,"Very Good","G","VS1",61.7,57,899,4.75,4.78,2.94
1.23,"Premium","G","VVS2",59.6,59,8971,6.98,6.95,4.15
1.24,"Ideal","G","VVS1",62.3,56,10724,6.86,6.89,4.28
0.35,"Premium","I","VS1",60.7,62,709,4.59,4.53,2.77
1,"Very Good","E","SI2",63.9,57,4321,6.24,6.27,4
0.31,"Ideal","G","IF",61.8,54,891,4.36,4.38,2.7
0.33,"Premium","G","VVS2",61.5,62,901,4.43,4.39,2.71
0.3,"Premium","F","IF",60.7,58,947,4.33,4.37,2.64
0.33,"Ideal","E","VS2",61.7,55,792,4.45,4.47,2.75
1.12,"Ideal","F","SI1",61.6,56,6087,6.66,6.72,4.12
0.33,"Ideal","E","VS2",60.6,55,928,4.5,4.48,2.72
0.34,"Premium","H","VS2",60.2,60,537,4.51,4.56,2.73
0.3,"Premium","I","VS1",62.9,59,608,4.3,4.22,2.68
1.75,"Premium","D","SI2",60.6,60,13485,7.78,7.74,4.7
1.01,"Good","E","SI1",62.6,61,4743,6.38,6.43,4.01
1.57,"Premium","I","SI2",62.4,58,7976,7.41,7.37,4.61
1.23,"Ideal","G","VVS1",61.8,56,10572,6.8,6.89,4.24
1.1,"Very Good","E","SI2",60,58,4539,6.72,6.75,4.04
1.08,"Premium","D","SI1",62.6,56,5758,6.62,6.57,4.13
0.31,"Ideal","F","VVS1",61.6,56,903,4.34,4.36,2.68
1.74,"Good","H","SI1",60.6,62,12032,7.74,7.8,4.71
0.31,"Very Good","G","VVS1",62.6,61,816,4.28,4.31,2.69
0.73,"Premium","E","VS2",62,60,2902,5.76,5.73,3.56
1.64,"Premium","I","SI2",61.3,58,8587,7.58,7.62,4.66
0.5,"Fair","G","VS1",67,61,1280,4.97,4.91,3.31
2.01,"Good","I","VS2",59.9,65,15729,8.19,8.14,4.89
0.9,"Very Good","D","SI1",62.7,56,4381,6.12,6.16,3.85
1.55,"Ideal","H","SI2",62.1,57,8678,7.39,7.43,4.6
0.31,"Ideal","E","VS2",61.6,57,680,4.35,4.38,2.69
1.61,"Very Good","E","SI2",63,59.9,10891,7.42,7.45,4.68
0.46,"Premium","F","VS1",63,57,1139,4.93,4.79,3.06
1,"Ideal","I","VS2",62.6,54,3858,6.39,6.35,3.99
0.34,"Premium","G","VS2",61.1,60,596,4.51,4.53,2.76
2.29,"Premium","I","VS2",60.8,60,18653,8.47,8.5,5.16
0.51,"Very Good","F","VS2",60.6,60,1601,5.18,5.22,3.15
0.7,"Ideal","H","VS2",62.4,58,2429,5.67,5.71,3.55
0.75,"Ideal","G","VVS2",61.3,55,3525,5.85,5.89,3.59
1.01,"Premium","H","VS2",62.6,61,5050,6.33,6.29,3.95
2.01,"Good","I","VS2",65,57,17497,7.85,7.99,5.15
0.83,"Very Good","D","VS1",61.3,57.2,3984,6.02,6.11,3.72
0.3,"Premium","G","VVS1",61.9,59,1013,4.31,4.28,2.66
2.01,"Premium","I","VS2",60.5,60,16626,8.15,8.17,4.94
0.72,"Very Good","D","VS2",62.9,58,3493,5.67,5.71,3.58
2.19,"Premium","I","SI2",60.8,60,15169,8.38,8.34,5.08
0.33,"Premium","G","VS2",61.3,59,579,4.44,4.46,2.73
1.12,"Premium","H","SI1",61.9,59,5291,6.66,6.52,4.08
0.8,"Very Good","F","VS1",62.6,57,3720,5.9,5.98,3.72
1.56,"Ideal","F","SI1",61.2,57,11047,7.48,7.52,4.59
0.54,"Ideal","G","VVS1",61.7,56,2041,5.24,5.26,3.24
0.9,"Very Good","D","SI1",61.7,60,4466,6.14,6.17,3.8
1.01,"Premium","H","SI2",60.8,59,3733,6.51,6.46,3.94
1.7,"Premium","G","VS2",62.6,61,15568,7.64,7.54,4.75
1.05,"Very Good","D","VS2",59.7,58,7794,6.56,6.63,3.94
0.41,"Very Good","H","VVS1",61.4,60,1043,4.73,4.78,2.92
1.33,"Premium","H","VS2",59.9,60,6614,7.13,7.09,4.26
0.21,"Premium","E","SI2",61.9,56,394,3.84,3.82,2.37
0.71,"Very Good","I","VS1",63.3,58,2198,5.68,5.66,3.59
1.01,"Ideal","E","SI2",59.6,60,4604,6.52,6.6,3.91
1.2,"Very Good","F","VS2",61.8,58,9007,6.75,6.78,4.18
0.32,"Ideal","E","VVS1",62.2,55,1061,4.41,4.37,2.73
0.55,"Ideal","G","VVS1",61.2,56,2632,5.27,5.29,3.23
1.5,"Ideal","I","VS2",62.6,57,9761,7.31,7.26,4.56
0.53,"Ideal","H","VS1",62.3,54,1449,5.18,5.22,3.24
1.22,"Ideal","G","VS2",60.1,57,9954,6.96,7.01,4.2
1.51,"Ideal","E","VS2",61.2,57,15025,7.47,7.37,4.54
0.51,"Ideal","J","SI1",61.5,56,1004,5.14,5.17,3.17
1,"Fair","G","SI1",65.2,62,3965,6.19,6.08,4.01
1.01,"Very Good","G","SI2",63,58,3966,6.29,6.34,3.98
0.52,"Ideal","G","IF",61.7,56,2267,5.15,5.19,3.19
0.91,"Very Good","J","I1",63.1,57,2048,6.12,6.06,3.84
0.56,"Premium","G","VS1",61.2,60,1819,5.26,5.3,3.23
0.7,"Good","E","SI2",62.2,63,1860,5.65,5.6,3.5
0.73,"Premium","J","VS2",62.8,58,1654,5.77,5.71,3.6
1.01,"Ideal","G","VS1",61.2,57,7290,6.42,6.47,3.95
0.3,"Premium","G","VVS1",62.4,57,1013,4.29,4.27,2.67
0.41,"Premium","H","VVS2",62.2,58,961,4.74,4.71,2.94
0.35,"Premium","G","VS1",60.7,61,906,4.58,4.54,2.77
1.37,"Premium","J","SI2",60.7,60,5156,7.19,7.07,4.33
0.35,"Good","H","SI1",63.1,58,491,4.46,4.51,2.83
0.41,"Very Good","F","SI2",60.8,58,647,4.78,4.83,2.92
0.53,"Ideal","G","VVS2",62.2,54,1948,5.17,5.22,3.23
0.41,"Premium","G","SI1",61.7,59,923,4.73,4.71,2.91
1.01,"Fair","D","VS2",65.6,61,6176,6.21,6.16,4.06
