sample	chrom	start	end	nprobes	log2ratio
K562	chr16	70650001	70700000	70	0.03995
K562	chr16	70700001	70750000	57	0.05731
K562	chr16	70750001	70800000	46	0.02735
K562	chr16	70800001	71250000	58	-0.06447
K562	chr16	71250001	71350000	44	-0.00517
K562	chr16	71350001	71400000	30	-0.07448
K562	chr16	71400001	71450000	35	0.10772
K562	chr16	71450001	71500000	56	-0.01759
K562	chr16	71500001	71550000	32	-0.07689
K562	chr16	71550001	71600000	29	-0.01614
K562	chr16	71600001	71700000	57	0.0227
K562	chr16	71700001	71800000	54	-0.01982
K562	chr16	71800001	71850000	44	0.09938
K562	chr16	71850001	71900000	61	0.16099
K562	chr16	71900001	72000000	27	-0.11346
K562	chr16	72000001	72050000	36	-0.07282
K562	chr16	72050001	72100000	58	0.01188
K562	chr16	72100001	72200000	45	-0.09786
K562	chr16	72200001	72400000	34	-0.10418
K562	chr16	72400001	72650000	53	-0.0457
K562	chr16	72650001	72750000	23	-0.05954
K562	chr16	72750001	72800000	29	-0.14959
K562	chr16	72800001	72850000	34	-0.12983
K562	chr16	72850001	72900000	23	-0.10001
K562	chr16	72900001	72950000	43	-0.05745
K562	chr16	72950001	73000000	41	-0.02052
K562	chr16	73000001	73050000	42	0.09445
K562	chr16	73050001	73100000	60	-0.02874
K562	chr16	73100001	73150000	22	-0.14421
K562	chr16	73150001	73200000	26	-0.21442
K562	chr16	73200001	73250000	26	-0.14531
K562	chr16	73250001	73450000	34	-0.27168
K562	chr16	73450001	73700000	39	-0.20791
K562	chr16	73700001	74250000	48	-0.19087
K562	chr16	74250001	74300000	32	0.01863
K562	chr16	74300001	74450000	32	-0.08183
K562	chr16	74450001	74600000	48	-0.38965
K562	chr16	74600001	74650000	27	0.15839
K562	chr16	74650001	74700000	34	-0.00653
K562	chr16	74700001	74750000	39	-0.08287
K562	chr16	74750001	74950000	58	-0.0123
K562	chr16	74950001	75000000	44	0.17571
K562	chr16	75000001	75050000	25	0.00848
K562	chr16	75050001	75100000	48	-0.03697
K562	chr16	75100001	75200000	62	0.06874
K562	chr16	75200001	75250000	74	0.0895
K562	chr16	75250001	75300000	71	0.13852
K562	chr16	75300001	75350000	23	-0.05256
K562	chr16	75350001	75400000	21	-0.07639
K562	chr16	75400001	75450000	24	0.02539
K562	chr16	75450001	75500000	40	0.0162
K562	chr16	75500001	75550000	30	0.39192
K562	chr16	75550001	75600000	58	0.07137
K562	chr16	75600001	75750000	66	0.10494
K562	chr16	75750001	76100000	28	-0.10044
K562	chr16	76100001	76300000	30	-0.22381
K562	chr16	76300001	76700000	47	-0.00346
K562	chr16	76700001	77150000	20	-0.25889
K562	chr16	77150001	77200000	31	0.01755
K562	chr16	77200001	77400000	60	0.01058
K562	chr16	77400001	77550000	38	-0.0444
K562	chr16	77550001	77700000	25	-0.07235
K562	chr16	77700001	77750000	33	-0.05044
K562	chr16	77750001	77850000	30	-0.0327
K562	chr16	77850001	78000000	42	-0.14799
K562	chr16	78000001	78050000	23	-0.16908
K562	chr16	78050001	78100000	23	0.03098
K562	chr16	78100001	78200000	28	0.11205
K562	chr16	78200001	78250000	20	0.0999
K562	chr16	78250001	78550000	56	0.13543
K562	chr16	78550001	78650000	21	0.07234
K562	chr16	78650001	78950000	49	0.11769
K562	chr16	78950001	79100000	46	0.14602
K562	chr16	79100001	79250000	39	0.11166
K562	chr16	79250001	79400000	31	0.04379
K562	chr16	79400001	79550000	29	0.14933
K562	chr16	79550001	79600000	25	0.24987
K562	chr16	79600001	79750000	50	0.26597
K562	chr16	79750001	79850000	38	0.24285
K562	chr16	79850001	80300000	55	0.17506
K562	chr16	80300001	80500000	20	0.18741
K562	chr16	80500001	80550000	30	0.13162
K562	chr16	80550001	80600000	32	-0.02739
K562	chr16	80600001	80700000	32	0.03171
K562	chr16	80700001	80800000	27	0.10223
K562	chr16	80800001	80900000	33	0.25786
K562	chr16	80900001	81000000	43	0.18608
K562	chr16	81000001	81050000	56	0.20918
K562	chr16	81050001	81150000	55	0.23371
K562	chr16	81150001	81200000	20	0.0684
K562	chr16	81200001	81250000	30	0.17681
K562	chr16	81250001	81300000	21	0.25632
K562	chr16	81300001	81400000	39	0.21827
K562	chr16	81400001	81450000	32	0.20671
K562	chr16	81450001	81500000	50	0.2015
K562	chr16	81500001	81550000	53	0.1584
K562	chr16	81550001	81600000	29	0.21079
K562	chr16	81600001	81650000	65	0.22017
K562	chr16	81650001	81700000	41	0.17551
K562	chr16	81700001	81750000	51	0.2315
K562	chr16	81750001	81800000	41	0.27365
K562	chr16	81800001	81850000	26	0.19165
K562	chr16	81850001	81900000	62	0.29279
K562	chr16	81900001	81950000	53	0.31799
K562	chr16	81950001	82000000	21	0.2423
K562	chr16	82000001	82050000	32	0.05567
K562	chr16	82050001	82150000	33	0.05334
K562	chr16	82150001	82500000	52	0.08268
K562	chr16	82500001	82600000	20	0.05103
K562	chr16	82600001	82650000	38	-0.02306
K562	chr16	82650001	82800000	31	0.02069
K562	chr16	82800001	83200000	55	0.03556
K562	chr16	83200001	83400000	30	0.08744
K562	chr16	83400001	83700000	44	0.06443
K562	chr16	83700001	83800000	38	0.04715
K562	chr16	83800001	83900000	71	0.16239
K562	chr16	83900001	83950000	67	0.23284
K562	chr16	83950001	84000000	57	0.23741
K562	chr16	84000001	84050000	42	0.18313
K562	chr16	84050001	84100000	60	0.18939
K562	chr16	84100001	84150000	48	0.2749
K562	chr16	84150001	84200000	69	0.16416
K562	chr16	84200001	84250000	33	0.06308
K562	chr16	84250001	84300000	39	0.09177
K562	chr16	84300001	84350000	35	0.06345
K562	chr16	84350001	84400000	39	0.1776
K562	chr16	84400001	84450000	25	0.1344
K562	chr16	84450001	84500000	38	0.32745
K562	chr16	84500001	84550000	53	0.21466
K562	chr16	84550001	84600000	37	0.17243
K562	chr16	84600001	84650000	44	0.21221
K562	chr16	84650001	84700000	44	0.31858
K562	chr16	84700001	84750000	34	0.16808
K562	chr16	84750001	84800000	32	0.41391
K562	chr16	84800001	84850000	49	0.21962
K562	chr16	84850001	84900000	26	0.19387
K562	chr16	84900001	84950000	31	0.2702
K562	chr16	84950001	85000000	57	0.27223
K562	chr16	85000001	85050000	56	0.297
K562	chr16	85050001	85100000	59	0.25126
K562	chr16	85100001	85150000	56	0.26022
K562	chr16	85150001	85200000	69	0.22444
K562	chr16	85200001	85250000	51	0.27098
K562	chr16	85250001	85300000	75	0.17216
K562	chr16	85300001	85350000	63	0.16502
K562	chr16	85350001	85400000	74	0.12659
K562	chr16	85400001	85450000	61	0.19759
K562	chr16	85450001	85500000	59	0.16544
K562	chr16	85500001	85550000	59	0.16967
K562	chr16	85550001	85600000	84	0.26726
K562	chr16	85600001	85650000	98	0.13504
K562	chr16	85650001	85700000	82	0.08923
K562	chr16	85700001	85750000	40	0.03404
K562	chr16	85750001	85800000	51	0.06409
K562	chr16	85800001	85850000	57	0.01859
K562	chr16	85850001	85900000	32	0.00479
K562	chr16	85900001	85950000	73	0.01209
K562	chr16	85950001	86000000	47	-0.03224
K562	chr16	86000001	86050000	30	-0.13016
K562	chr16	86050001	86150000	52	-0.11282
K562	chr16	86150001	86200000	31	-0.17359
K562	chr16	86200001	86250000	24	-0.05848
K562	chr16	86250001	86300000	36	-0.05408
K562	chr16	86300001	86350000	37	-0.19386
K562	chr16	86350001	86400000	42	-0.15563
K562	chr16	86400001	86450000	24	-0.11357
K562	chr16	86450001	86500000	37	0.00232
K562	chr16	86500001	86550000	88	0.04023
K562	chr16	86550001	86600000	83	0.06501
K562	chr16	86600001	86650000	32	-0.17395
K562	chr16	86650001	86700000	27	-0.15851
K562	chr16	86700001	86750000	46	-0.13282
K562	chr16	86750001	86800000	31	-0.18585
K562	chr16	86800001	86850000	29	-0.24805
K562	chr16	86850001	86900000	35	-0.05201
K562	chr16	86900001	86950000	37	-0.1507
K562	chr16	86950001	87000000	50	-0.01388
K562	chr16	87000001	87050000	30	-0.03277
K562	chr16	87050001	87100000	54	-0.04913
K562	chr16	87100001	87150000	29	-0.05698
K562	chr16	87150001	87200000	36	-0.1496
K562	chr16	87200001	87250000	32	-0.05284
K562	chr16	87250001	87300000	35	-0.0325
K562	chr16	87300001	87350000	66	0.05249
K562	chr16	87350001	87400000	75	0.1039
K562	chr16	87400001	87450000	60	-0.01289
K562	chr16	87450001	87500000	40	-0.05081
K562	chr16	87500001	87550000	22	-0.14683
K562	chr16	87550001	87600000	41	0.03845
K562	chr16	87600001	87650000	61	0.0332
K562	chr16	87650001	87700000	70	0.05628
K562	chr16	87700001	87750000	97	0.0344
K562	chr16	87750001	87800000	49	0.16138
K562	chr16	87800001	87850000	63	0.10377
K562	chr16	87850001	87900000	43	0.076
K562	chr16	87900001	87950000	32	0.09298
K562	chr16	87950001	88000000	77	0.01512
K562	chr16	88000001	88050000	45	0.07678
K562	chr16	88050001	88100000	83	0.0876
K562	chr16	88100001	88150000	26	0.11465
K562	chr16	88150001	88250000	28	-0.01272
K562	chr16	88250001	88300000	22	0.06098
K562	chr16	88300001	88350000	46	0.05657
K562	chr16	88350001	88400000	49	-0.00191
K562	chr16	88400001	88450000	70	0.12196
K562	chr16	88450001	88500000	79	0.15232
K562	chr16	88500001	88550000	61	0.132
K562	chr16	88550001	88600000	46	0.25817
K562	chr16	88600001	88650000	79	0.24855
K562	chr16	88650001	88700000	108	0.26157
K562	chr16	88700001	88750000	125	0.23083
K562	chr16	88750001	88800000	71	0.24163
K562	chr16	88800001	88850000	80	0.12446
K562	chr16	88850001	88900000	121	0.08062
K562	chr16	88900001	88950000	109	-0.01441
K562	chr16	88950001	89000000	82	0.07477
K562	chr16	89000001	89050000	61	0.11887
K562	chr16	89050001	89100000	108	0.13318
K562	chr16	89100001	89150000	86	0.07138
K562	chr16	89150001	89200000	77	0.14414
K562	chr16	89200001	89250000	64	0.15646
K562	chr16	89250001	89300000	91	0.08935
K562	chr16	89300001	89350000	89	0.03654
K562	chr16	89350001	89400000	85	0.08009
K562	chr16	89400001	89450000	55	-0.01318
K562	chr16	89450001	89500000	54	0.09252
K562	chr16	89500001	89550000	97	0.03164
K562	chr16	89550001	89600000	94	0.11456
K562	chr16	89600001	89650000	68	0.07622
K562	chr16	89650001	89700000	75	0.0956
K562	chr16	89700001	89750000	90	0.08897
K562	chr16	89750001	89800000	67	0.00946
K562	chr16	89800001	89850000	69	0.12082
K562	chr16	89850001	89900000	84	0.12709
K562	chr16	89900001	89950000	114	0.12676
K562	chr16	89950001	90000000	69	0.03776
K562	chr16	90000001	90050000	81	0.06207
K562	chr16	90050001	90228345	29	0.15232
K562	chr17	60001	200000	49	-0.14681
K562	chr17	200001	250000	61	-0.30378
K562	chr17	250001	300000	53	-0.34812
K562	chr17	300001	350000	77	-0.32766
K562	chr17	350001	400000	50	-0.36237
K562	chr17	400001	448188	65	-0.18811
K562	chr17	491112	600000	62	-0.37649
K562	chr17	600001	650000	20	-0.44705
K562	chr17	650001	700000	31	-0.43599
K562	chr17	700001	750000	45	-0.19932
K562	chr17	750001	800000	80	-0.22583
K562	chr17	800001	850000	99	-0.31914
K562	chr17	850001	900000	61	-0.25047
K562	chr17	900001	950000	56	-0.29104
K562	chr17	950001	1000000	60	-0.25947
K562	chr17	1000001	1050000	86	-0.10862
K562	chr17	1050001	1100000	60	-0.03059
K562	chr17	1100001	1150000	49	-0.08879
K562	chr17	1150001	1200000	91	-0.05307
K562	chr17	1200001	1250000	40	-0.09211
K562	chr17	1250001	1300000	53	-0.22497
K562	chr17	1300001	1400000	36	-0.3596
K562	chr17	1400001	1450000	29	-0.24394
K562	chr17	1450001	1500000	110	-0.0496
K562	chr17	1500001	1550000	43	-0.1774
K562	chr17	1550001	1600000	68	-0.054
K562	chr17	1600001	1650000	85	-0.0441
K562	chr17	1650001	1700000	58	-0.14829
K562	chr17	1700001	1750000	104	-0.12195
K562	chr17	1750001	1800000	52	-0.22956
K562	chr17	1800001	1850000	34	-0.22657
K562	chr17	1850001	1900000	36	-0.47953
K562	chr17	1900001	1950000	57	-0.20764
K562	chr17	1950001	2000000	50	-0.18095
K562	chr17	2000001	2050000	88	-0.15763
K562	chr17	2050001	2150000	147	-0.06963
K562	chr17	2150001	2200000	22	-0.25084
K562	chr17	2200001	2250000	36	-0.41545
K562	chr17	2250001	2300000	22	-0.45482
K562	chr17	2300001	2350000	47	-0.04525
K562	chr17	2350001	2400000	89	-0.0831
K562	chr17	2400001	2500000	66	-0.28702
K562	chr17	2500001	2550000	25	-0.15385
K562	chr17	2550001	2650000	29	-0.30787
K562	chr17	2650001	2700000	39	-0.04393
K562	chr17	2700001	2750000	67	-0.12227
K562	chr17	2750001	2800000	53	-0.29409
K562	chr17	2800001	2850000	30	-0.31567
K562	chr17	2850001	2900000	28	-0.39893
K562	chr17	2900001	2950000	43	-0.36442
K562	chr17	2950001	3000000	27	-0.33938
K562	chr17	3000001	3100000	51	-0.29542
K562	chr17	3100001	3350000	42	-0.44971
K562	chr17	3350001	3450000	25	-0.34215
K562	chr17	3450001	3500000	28	-0.43428
K562	chr17	3500001	3550000	37	-0.20752
K562	chr17	3550001	3600000	64	-0.08452
K562	chr17	3600001	3650000	60	-0.16729
K562	chr17	3650001	3700000	81	-0.0641
K562	chr17	3700001	3750000	52	-0.15837
K562	chr17	3750001	3800000	37	-0.10241
K562	chr17	3800001	3850000	61	-0.37026
K562	chr17	3850001	3900000	57	-0.11032
K562	chr17	3900001	3950000	71	-0.09172
K562	chr17	3950001	4000000	59	-0.14946
K562	chr17	4000001	4050000	38	-0.2215
K562	chr17	4050001	4100000	24	-0.41638
K562	chr17	4100001	4150000	36	-0.14455
K562	chr17	4150001	4200000	52	-0.31413
K562	chr17	4200001	4250000	24	-0.41573
K562	chr17	4250001	4350000	49	-0.29361
K562	chr17	4350001	4400000	38	-0.15661
K562	chr17	4400001	4450000	24	-0.13856
K562	chr17	4450001	4500000	46	-0.26466
K562	chr17	4500001	4550000	52	-0.13753
K562	chr17	4550001	4600000	87	-0.17364
K562	chr17	4600001	4650000	42	-0.27748
K562	chr17	4650001	4700000	30	-0.3857
K562	chr17	4700001	4750000	110	-0.11334
K562	chr17	4750001	4800000	65	-0.27216
K562	chr17	4800001	4850000	45	-0.07055
K562	chr17	4850001	4900000	43	-0.18944
K562	chr17	4900001	4950000	87	-0.10275
K562	chr17	4950001	5000000	90	-0.09319
K562	chr17	5000001	5050000	45	-0.17621
K562	chr17	5050001	5100000	31	-0.15524
K562	chr17	5100001	5150000	42	-0.15505
K562	chr17	5150001	5200000	22	-0.21851
K562	chr17	5200001	5250000	29	-0.15573
K562	chr17	5250001	5350000	33	-0.42212
K562	chr17	5350001	5400000	25	-0.48692
K562	chr17	5400001	5450000	67	-0.19525
K562	chr17	5450001	5500000	55	-0.18466
K562	chr17	5500001	5550000	31	-0.11546
K562	chr17	5550001	5600000	24	-0.26935
K562	chr17	5600001	5800000	41	-0.47493
K562	chr17	5800001	6050000	28	-0.44459
K562	chr17	6050001	6200000	84	-0.36552
K562	chr17	6200001	6400000	29	-0.49704
K562	chr17	6400001	6450000	47	-0.26429
K562	chr17	6450001	6500000	38	-0.18475
K562	chr17	6500001	6550000	24	-0.26092
K562	chr17	6550001	6600000	30	-0.11554
K562	chr17	6600001	6650000	50	-0.33781
K562	chr17	6650001	6700000	45	-0.28491
K562	chr17	6700001	6750000	30	-0.18105
K562	chr17	6750001	6800000	43	-0.27934
K562	chr17	6800001	6850000	21	-0.34825
K562	chr17	6850001	6950000	39	-0.36906
K562	chr17	6950001	7000000	36	-0.2159
K562	chr17	7000001	7050000	119	-0.11241
K562	chr17	7050001	7100000	31	-0.34612
K562	chr17	7100001	7150000	43	-0.16868
K562	chr17	7150001	7200000	45	-0.14095
K562	chr17	7200001	7250000	137	-0.12568
K562	chr17	7250001	7300000	118	-0.07347
K562	chr17	7300001	7350000	111	-0.08339
K562	chr17	7350001	7400000	91	-0.04517
K562	chr17	7400001	7450000	131	-0.11731
K562	chr17	7450001	7500000	88	-0.159
K562	chr17	7500001	7550000	37	-0.23874
K562	chr17	7550001	7600000	118	-0.13585
K562	chr17	7600001	7650000	60	-0.14307
K562	chr17	7650001	7700000	403	-0.06585
K562	chr17	7700001	7750000	52	-0.13335
K562	chr17	7750001	7800000	41	-0.27139
K562	chr17	7800001	7850000	53	-0.11756
K562	chr17	7850001	7900000	95	-0.09298
K562	chr17	7900001	7950000	89	-0.20304
K562	chr17	7950001	8000000	20	-0.16269
K562	chr17	8000001	8050000	59	-0.25785
K562	chr17	8050001	8100000	50	-0.25097
K562	chr17	8100001	8150000	88	-0.06854
K562	chr17	8150001	8200000	98	-0.10745
K562	chr17	8200001	8250000	73	-0.16129
K562	chr17	8250001	8300000	47	-0.01497
K562	chr17	8300001	8350000	48	-0.24318
K562	chr17	8350001	8400000	64	-0.23518
K562	chr17	8400001	8450000	41	-0.18462
K562	chr17	8450001	8600000	72	-0.26247
K562	chr17	8600001	8650000	22	-0.2887
K562	chr17	8650001	8700000	21	-0.37257
K562	chr17	8700001	8750000	28	-0.31956
K562	chr17	8750001	8800000	26	-0.13327
K562	chr17	8800001	8850000	21	-0.31512
K562	chr17	8850001	8900000	50	-0.37379
K562	chr17	8900001	8950000	41	-0.3972
K562	chr17	8950001	9000000	44	-0.43567
K562	chr17	9000001	9150000	88	-0.37213
K562	chr17	9150001	9200000	29	-0.50822
K562	chr17	9200001	9300000	58	-0.28815
K562	chr17	9300001	9400000	21	-0.5797
K562	chr17	9400001	9550000	43	-0.46044
K562	chr17	9550001	9600000	33	-0.31414
K562	chr17	9600001	9650000	33	-0.34866
K562	chr17	9650001	9750000	37	-0.481
K562	chr17	9750001	9800000	26	-0.48858
K562	chr17	9800001	9900000	42	-0.47564
K562	chr17	9900001	9950000	33	-0.52736
K562	chr17	9950001	10000000	33	-0.39057
K562	chr17	10000001	10050000	42	-0.43691
K562	chr17	10050001	10100000	25	-0.57789
K562	chr17	10100001	10150000	31	-0.46809
K562	chr17	10150001	10200000	27	-0.5201
K562	chr17	10200001	10350000	35	-0.56343
K562	chr17	10350001	10500000	30	-0.61981
K562	chr17	10500001	10600000	28	-0.66175
K562	chr17	10600001	10650000	22	-0.25168
K562	chr17	10650001	10800000	76	-0.34933
K562	chr17	10800001	10850000	32	-0.52379
K562	chr17	10850001	11250000	42	-0.48763
K562	chr17	11250001	11550000	31	-0.43703
K562	chr17	11550001	11950000	72	-0.46517
K562	chr17	11950001	12000000	21	-0.17298
K562	chr17	12000001	12050000	29	-0.19763
K562	chr17	12050001	12200000	39	-0.51051
K562	chr17	12200001	12500000	26	-0.63535
K562	chr17	12500001	12650000	29	-0.64119
K562	chr17	12650001	12750000	43	-0.47811
K562	chr17	12750001	12950000	42	-0.41052
K562	chr17	12950001	13000000	26	-0.42945
K562	chr17	13000001	13300000	51	-0.27497
K562	chr17	13300001	13400000	22	-0.40287
K562	chr17	13400001	13600000	47	-0.43934
K562	chr17	13600001	14050000	51	-0.52913
K562	chr17	14050001	14200000	26	-0.31145
K562	chr17	14200001	14300000	41	-0.34412
K562	chr17	14300001	14400000	68	-0.31306
K562	chr17	14400001	14750000	36	-0.49572
K562	chr17	14750001	15000000	43	-0.5504
K562	chr17	15000001	15250000	46	-0.48824
K562	chr17	15250001	15300000	56	-0.25143
K562	chr17	15300001	15450000	69	-0.46357
K562	chr17	15450001	15500000	21	-0.49864
K562	chr17	15500001	15650000	25	-0.07316
K562	chr17	15650001	15900000	42	-0.24969
K562	chr17	15900001	15950000	28	-0.24246
K562	chr17	15950001	16000000	32	-0.23929
K562	chr17	16000001	16050000	33	-0.42695
K562	chr17	16050001	16100000	43	-0.45992
K562	chr17	16100001	16200000	43	-0.4533
K562	chr17	16200001	16250000	24	-0.22288
K562	chr17	16250001	16350000	37	-0.38764
K562	chr17	16350001	16400000	48	-0.19821
K562	chr17	16400001	16450000	60	-0.18006
K562	chr17	16450001	16500000	47	-0.15205
K562	chr17	16500001	16550000	21	-0.27545
K562	chr17	16550001	16650000	39	-0.20734
K562	chr17	16650001	16850000	30	-0.18024
K562	chr17	16850001	16950000	39	-0.21527
K562	chr17	16950001	17000000	32	-0.2773
K562	chr17	17000001	17050000	47	-0.18349
K562	chr17	17050001	17100000	32	-0.13631
K562	chr17	17100001	17150000	34	-0.17145
K562	chr17	17150001	17200000	48	-0.16555
K562	chr17	17200001	17250000	100	-0.18673
K562	chr17	17250001	17300000	30	-0.24911
K562	chr17	17300001	17350000	28	-0.25088
K562	chr17	17350001	17400000	42	-0.28936
K562	chr17	17400001	17450000	36	-0.37815
K562	chr17	17450001	17500000	43	-0.24633
K562	chr17	17500001	17550000	41	-0.24597
K562	chr17	17550001	17650000	88	-0.17428
K562	chr17	17650001	17700000	47	-0.12434
K562	chr17	17700001	17750000	59	-0.19897
K562	chr17	17750001	17800000	69	-0.07891
K562	chr17	17800001	17850000	92	-0.07906
K562	chr17	17850001	17900000	35	-0.24408
K562	chr17	17900001	17950000	24	-0.34378
K562	chr17	17950001	18000000	40	-0.1719
K562	chr17	18000001	18050000	54	-0.03619
K562	chr17	18050001	18100000	28	-0.06406
K562	chr17	18100001	18150000	47	-0.16541
K562	chr17	18150001	18200000	53	-0.16198
K562	chr17	18200001	18250000	50	-0.045
K562	chr17	18250001	18300000	73	-0.02357
K562	chr17	18300001	18350000	51	-0.19586
K562	chr17	18350001	18400000	25	-0.08431
K562	chr17	18400001	18650000	28	-0.41127
K562	chr17	18650001	18850000	30	-0.04671
K562	chr17	18850001	18900000	45	-0.2022
K562	chr17	18900001	18950000	30	-0.33169
K562	chr17	18950001	19000000	56	-0.06914
K562	chr17	19000001	19100000	45	-0.05795
K562	chr17	19100001	19250000	29	-0.06034
K562	chr17	19250001	19300000	20	-0.35472
K562	chr17	19300001	19350000	49	-0.30696
K562	chr17	19350001	19400000	79	-0.08787
K562	chr17	19400001	19450000	23	-0.32936
K562	chr17	19450001	19500000	28	-0.4073
K562	chr17	19500001	19550000	35	-0.25653
K562	chr17	19550001	19600000	31	-0.50572
K562	chr17	19600001	19650000	22	-0.25991
K562	chr17	19650001	19700000	32	-0.43908
K562	chr17	19700001	19750000	73	-0.40932
K562	chr17	19750001	19850000	31	-0.36296
K562	chr17	19850001	19950000	36	-0.31542
K562	chr17	19950001	20050000	43	-0.30309
K562	chr17	20050001	20100000	29	-0.37777
K562	chr17	20100001	20150000	21	-0.32004
K562	chr17	20150001	20200000	33	-0.2821
K562	chr17	20200001	20300000	28	-0.4581
K562	chr17	20300001	20650000	33	-0.31957
K562	chr17	20650001	20900000	25	-0.2643
K562	chr17	20900001	21000000	39	-0.45874
K562	chr17	21000001	21100000	68	-0.30878
K562	chr17	21100001	21150000	27	-0.31828
K562	chr17	21150001	21200000	21	-0.41408
K562	chr17	21200001	21250000	44	-0.17264
K562	chr17	21250001	21350000	80	-0.12699
K562	chr17	21350001	21450000	52	-0.28009
K562	chr17	21450001	21550000	24	-0.22078
K562	chr17	21550001	21795850	29	-0.24847
K562	chr17	22089411	22500000	41	-0.12197
K562	chr17	22500001	22763679	28	-0.32043
K562	chr17	26935981	27200000	20	-0.0937
K562	chr17	27200001	27250000	24	-0.04507
K562	chr17	27250001	27300000	25	0.18045
K562	chr17	27300001	27350000	23	0.07455
K562	chr17	27350001	27450000	38	0.06397
K562	chr17	27450001	27500000	46	0.03382
K562	chr17	27500001	27550000	34	0.02054
K562	chr17	27550001	27600000	37	0.02549
K562	chr17	27600001	27750000	37	0.08803
K562	chr17	27750001	27800000	22	-0.01311
K562	chr17	27800001	27850000	20	0.12459
K562	chr17	27850001	28000000	55	0.00403
K562	chr17	28000001	28050000	28	0.04151
K562	chr17	28050001	28200000	32	0.02063
K562	chr17	28200001	28300000	43	0.10173
K562	chr17	28300001	28350000	62	0.07817
K562	chr17	28350001	28400000	71	0.09207
K562	chr17	28400001	28450000	30	0.10359
K562	chr17	28450001	28500000	26	0.03809
K562	chr17	28500001	28550000	40	0.02348
K562	chr17	28550001	28600000	64	0.17031
K562	chr17	28600001	28650000	38	0.21806
K562	chr17	28650001	28700000	25	0.22289
K562	chr17	28700001	28800000	160	0.2791
K562	chr17	28800001	28850000	32	0.2803
K562	chr17	28850001	28900000	54	0.27997
K562	chr17	28900001	28950000	45	0.27415
K562	chr17	28950001	29000000	58	0.02458
K562	chr17	29000001	29050000	69	-0.00168
K562	chr17	29050001	29100000	57	0.02544
K562	chr17	29100001	29150000	45	0.07626
K562	chr17	29150001	29250000	61	0.04876
K562	chr17	29250001	29350000	29	0.13931
K562	chr17	29350001	29550000	44	0.11094
K562	chr17	29550001	29600000	88	0.15566
K562	chr17	29600001	29700000	67	0.07751
K562	chr17	29700001	29750000	23	-0.06266
K562	chr17	29750001	29900000	47	-0.02925
K562	chr17	29900001	29950000	33	0.03179
K562	chr17	29950001	30100000	28	0.05026
K562	chr17	30100001	30200000	40	0.05474
K562	chr17	30200001	30250000	42	0.00534
K562	chr17	30250001	30300000	24	0.04928
K562	chr17	30300001	30350000	21	-0.00055
K562	chr17	30350001	30450000	37	-0.02747
K562	chr17	30450001	30550000	28	-0.0365
K562	chr17	30550001	30800000	53	0.017
K562	chr17	30800001	30900000	39	0.00459
K562	chr17	30900001	30950000	40	0.05287
K562	chr17	30950001	31050000	46	0.04608
K562	chr17	31050001	31200000	51	-0.01243
K562	chr17	31200001	31250000	33	0.01907
K562	chr17	31250001	31300000	25	0.05849
K562	chr17	31300001	31350000	51	-0.09118
K562	chr17	31350001	31400000	38	0.00768
K562	chr17	31400001	31450000	24	-0.08813
K562	chr17	31450001	31500000	36	0.00896
K562	chr17	31500001	31550000	34	0.03779
K562	chr17	31550001	31700000	78	-0.07678
K562	chr17	31700001	31850000	36	-0.03966
K562	chr17	31850001	31900000	22	0.02671
K562	chr17	31900001	31950000	35	0.00937
K562	chr17	31950001	32000000	50	0.07478
K562	chr17	32000001	32100000	20	0.13442
K562	chr17	32100001	32250000	49	0.02108
K562	chr17	32250001	32300000	39	0.05533
K562	chr17	32300001	32350000	31	0.01112
K562	chr17	32350001	32450000	40	0.08341
K562	chr17	32450001	32500000	49	0.03086
K562	chr17	32500001	32550000	24	0.0132
K562	chr17	32550001	32800000	60	-0.05629
K562	chr17	32800001	32900000	33	0.04344
K562	chr17	32900001	33000000	40	0.06339
K562	chr17	33000001	33250000	35	-0.01386
K562	chr17	33250001	33500000	33	-0.06773
K562	chr17	33500001	33650000	35	-0.19537
K562	chr17	33650001	33850000	23	-0.15215
K562	chr17	33850001	33950000	21	-0.07035
K562	chr17	33950001	34150000	31	-0.08686
K562	chr17	34150001	34250000	48	-0.03092
K562	chr17	34250001	34350000	43	-0.12099
K562	chr17	34350001	34400000	28	-0.08049
K562	chr17	34400001	34550000	31	-0.15834
K562	chr17	34550001	34600000	36	0.06358
K562	chr17	34600001	34650000	32	0.02159
K562	chr17	34650001	34950000	47	-0.08541
K562	chr17	34950001	35050000	62	0.03446
K562	chr17	35050001	35100000	39	-0.06517
K562	chr17	35100001	35150000	66	0.01636
K562	chr17	35150001	35200000	27	0.06202
K562	chr17	35200001	35350000	52	-0.00192
K562	chr17	35350001	35400000	22	0.11625
K562	chr17	35400001	35450000	44	0.09392
K562	chr17	35450001	35550000	51	-0.02582
K562	chr17	35550001	35700000	63	0.12239
K562	chr17	35700001	35750000	43	0.06787
K562	chr17	35750001	35800000	62	-0.00334
K562	chr17	35800001	35850000	24	0.12357
K562	chr17	35850001	35900000	32	-0.00778
K562	chr17	35900001	35950000	31	0.04779
K562	chr17	35950001	36000000	28	-0.10709
K562	chr17	36000001	36050000	22	-0.06999
K562	chr17	36050001	36150000	25	-0.07912
K562	chr17	36150001	36450000	26	0.52793
K562	chr17	36450001	36500000	40	0.0092
K562	chr17	36500001	36550000	53	0.06988
